filename,width,height,class,xmin,ymin,xmax,ymax
01442.jpeg,128,128,BTR70,35,41,90,92
01324.jpeg,128,129,BRDM_2,48,52,89,92
01330.jpeg,128,129,BRDM_2,36,44,95,82
02639.jpeg,192,193,ZIL131,61,70,132,128
00748.jpeg,128,128,T72,33,41,88,92
00990.jpeg,158,158,ZSU_23_4,46,56,109,109
01456.jpeg,128,128,BTR70,35,41,92,92
02188.jpeg,158,158,2S1,48,60,115,103
00947.jpeg,158,158,ZSU_23_4,46,52,109,107
01481.jpeg,128,128,BTR70,31,43,96,86
00953.jpeg,158,158,ZSU_23_4,50,46,101,111
01495.jpeg,128,128,BTR70,41,55,82,96
02413.jpeg,128,128,BMP2,35,45,92,94
00204.jpeg,128,128,BTR60,35,43,94,88
00562.jpeg,128,128,T72,29,45,90,86
02375.jpeg,128,128,BMP2,35,37,80,92
02361.jpeg,128,128,BMP2,33,45,94,90
01668.jpeg,177,178,D7,49,56,119,115
00576.jpeg,128,128,T72,31,43,90,88
00210.jpeg,128,128,BTR60,41,43,82,96
02407.jpeg,128,128,BMP2,35,45,90,94
00238.jpeg,128,128,BTR60,39,41,92,94
01126.jpeg,128,129,BRDM_2,22,28,97,108
02349.jpeg,128,128,BMP2,39,55,82,96
01640.jpeg,177,178,D7,59,58,123,117
01898.jpeg,177,178,D7,53,56,117,117
01654.jpeg,177,178,D7,53,58,125,115
01132.jpeg,128,129,BRDM_2,42,48,83,90
01867.jpeg,177,178,D7,57,58,113,117
01873.jpeg,177,178,D7,61,56,117,119
01683.jpeg,177,178,D7,57,64,123,115
00589.jpeg,128,128,T72,43,47,88,92
01697.jpeg,177,178,D7,53,52,117,115
02567.jpeg,192,193,ZIL131,67,74,134,136
00370.jpeg,172,173,T62,36,58,121,110
00416.jpeg,172,173,T62,53,52,114,120
01708.jpeg,177,178,D7,51,60,117,117
02201.jpeg,158,158,2S1,48,48,107,113
02215.jpeg,128,128,BMP2,33,47,92,86
00402.jpeg,172,173,T62,53,50,118,116
00364.jpeg,172,173,T62,48,58,118,110
02573.jpeg,192,193,ZIL131,54,70,130,124
01052.jpeg,158,158,ZSU_23_4,52,48,105,111
01734.jpeg,177,178,D7,59,58,115,119
01720.jpeg,177,178,D7,59,56,123,117
02229.jpeg,128,128,BMP2,33,45,92,90
01046.jpeg,158,158,ZSU_23_4,48,50,107,111
00358.jpeg,172,173,T62,53,58,118,120
01913.jpeg,177,178,D7,59,52,119,117
01907.jpeg,177,178,D7,57,52,117,119
02598.jpeg,192,193,ZIL131,59,62,128,130
01091.jpeg,128,129,BRDM_2,32,54,75,92
01085.jpeg,128,129,BRDM_2,40,50,79,88
02003.jpeg,158,158,2S1,50,46,111,109
00614.jpeg,128,128,T72,31,45,94,88
00172.jpeg,128,128,BTR60,37,43,96,86
00166.jpeg,128,128,BTR60,37,39,88,90
01278.jpeg,128,129,BRDM_2,32,48,89,88
00600.jpeg,128,128,T72,33,41,92,94
02017.jpeg,158,158,2S1,48,56,115,105
01536.jpeg,128,128,BTR70,35,47,94,84
00628.jpeg,128,128,T72,43,47,88,94
01250.jpeg,128,129,BRDM_2,40,54,83,92
01244.jpeg,128,129,BRDM_2,30,42,91,82
01522.jpeg,128,128,BTR70,31,43,96,82
00833.jpeg,158,158,ZSU_23_4,46,54,111,103
01293.jpeg,128,129,BRDM_2,38,44,97,82
01287.jpeg,128,129,BRDM_2,40,48,79,84
00199.jpeg,128,128,BTR60,39,43,90,94
00827.jpeg,158,158,ZSU_23_4,44,56,109,103
00823.jpeg,158,158,ZSU_23_4,52,50,103,111
01283.jpeg,128,129,BRDM_2,46,54,87,90
00189.jpeg,128,128,BTR60,35,41,92,90
01297.jpeg,128,129,BRDM_2,32,46,89,90
00837.jpeg,158,158,ZSU_23_4,46,52,103,109
02013.jpeg,158,158,2S1,42,58,111,103
00604.jpeg,128,128,T72,29,45,92,88
00162.jpeg,128,128,BTR60,45,47,88,96
01268.jpeg,128,129,BRDM_2,30,50,91,88
00176.jpeg,128,128,BTR60,41,41,88,94
00610.jpeg,128,128,T72,39,45,86,94
02007.jpeg,158,158,2S1,48,60,113,105
00638.jpeg,128,128,T72,35,41,102,88
01526.jpeg,128,128,BTR70,33,41,94,88
01240.jpeg,128,129,BRDM_2,44,52,87,90
01254.jpeg,128,129,BRDM_2,38,36,89,88
01532.jpeg,128,128,BTR70,31,47,96,86
01903.jpeg,177,178,D7,57,58,119,115
01917.jpeg,158,158,2S1,46,58,115,111
02588.jpeg,192,193,ZIL131,56,66,130,128
01081.jpeg,158,158,ZSU_23_4,50,48,107,109
01095.jpeg,128,129,BRDM_2,32,44,93,88
02577.jpeg,192,193,ZIL131,57,68,130,132
00360.jpeg,172,173,T62,50,56,123,108
01718.jpeg,177,178,D7,51,58,119,115
00406.jpeg,172,173,T62,38,58,125,110
02211.jpeg,158,158,2S1,44,54,111,103
02205.jpeg,158,158,2S1,54,42,105,113
00412.jpeg,172,173,T62,53,54,116,122
00374.jpeg,172,173,T62,50,54,116,116
02563.jpeg,192,193,ZIL131,63,64,128,130
01042.jpeg,158,158,ZSU_23_4,50,50,103,113
01724.jpeg,177,178,D7,59,60,123,115
01730.jpeg,177,178,D7,57,58,117,115
02239.jpeg,128,128,BMP2,33,49,88,90
00348.jpeg,172,173,T62,53,50,114,120
01056.jpeg,158,158,ZSU_23_4,46,56,107,111
01877.jpeg,177,178,D7,55,58,115,117
01863.jpeg,177,178,D7,57,58,117,117
01693.jpeg,177,178,D7,57,60,123,113
01687.jpeg,177,178,D7,55,62,117,117
00599.jpeg,128,128,T72,31,45,92,86
02403.jpeg,128,128,BMP2,39,37,86,92
00214.jpeg,128,128,BTR60,49,53,90,94
00572.jpeg,128,128,T72,33,45,94,88
02365.jpeg,128,128,BMP2,33,43,92,84
02371.jpeg,128,128,BMP2,33,49,90,90
00566.jpeg,128,128,T72,31,47,92,88
01678.jpeg,177,178,D7,49,58,117,115
00200.jpeg,128,128,BTR60,35,37,86,92
02417.jpeg,128,128,BMP2,35,45,96,90
01136.jpeg,128,129,BRDM_2,48,54,83,90
00228.jpeg,128,128,BTR60,33,39,94,80
02359.jpeg,128,128,BMP2,41,41,90,86
01888.jpeg,177,178,D7,57,50,117,117
01650.jpeg,177,178,D7,61,54,119,117
01644.jpeg,177,178,D7,63,62,115,117
01122.jpeg,128,129,BRDM_2,34,40,93,82
02198.jpeg,158,158,2S1,44,58,113,103
00957.jpeg,158,158,ZSU_23_4,46,54,109,109
01491.jpeg,128,128,BTR70,41,57,80,96
00943.jpeg,158,158,ZSU_23_4,46,56,111,107
01485.jpeg,128,128,BTR70,45,55,88,92
02167.jpeg,158,158,2S1,42,56,113,105
00770.jpeg,128,128,T72,31,41,92,90
00016.jpeg,128,128,BTR60,43,45,90,96
01308.jpeg,128,129,BRDM_2,38,38,87,92
02601.jpeg,192,193,ZIL131,65,68,126,132
02615.jpeg,192,193,ZIL131,56,64,132,128
00002.jpeg,128,128,BTR60,41,39,88,92
00764.jpeg,128,128,T72,31,45,94,86
02173.jpeg,158,158,2S1,50,48,105,113
00994.jpeg,158,158,ZSU_23_4,50,50,111,109
01452.jpeg,128,128,BTR70,33,37,90,90
01334.jpeg,128,129,BRDM_2,36,40,85,92
01320.jpeg,128,129,BRDM_2,46,52,85,92
02629.jpeg,192,193,ZIL131,54,70,134,124
00980.jpeg,158,158,ZSU_23_4,48,52,109,109
01446.jpeg,128,128,BTR70,43,53,84,94
00758.jpeg,128,128,T72,37,39,92,92
02628.jpeg,192,193,ZIL131,69,80,128,132
01321.jpeg,128,129,BRDM_2,38,40,91,84
00759.jpeg,128,128,T72,35,47,96,92
01447.jpeg,128,128,BTR70,41,57,82,96
00981.jpeg,158,158,ZSU_23_4,48,54,109,109
01453.jpeg,128,128,BTR70,31,43,98,88
00995.jpeg,158,158,ZSU_23_4,52,50,109,109
01335.jpeg,128,129,BRDM_2,28,50,87,88
00003.jpeg,128,128,BTR60,31,45,92,86
02614.jpeg,192,193,ZIL131,61,64,128,128
02172.jpeg,158,158,2S1,40,54,111,107
00765.jpeg,128,128,T72,31,47,92,86
00771.jpeg,128,128,T72,35,39,90,94
02166.jpeg,158,158,2S1,46,50,113,107
02600.jpeg,192,193,ZIL131,56,70,132,130
01309.jpeg,128,129,BRDM_2,32,46,89,88
00017.jpeg,128,128,BTR60,31,45,94,86
01484.jpeg,128,128,BTR70,33,39,92,90
00942.jpeg,158,158,ZSU_23_4,54,60,107,109
01490.jpeg,128,128,BTR70,33,37,90,90
00956.jpeg,158,158,ZSU_23_4,56,60,109,107
02199.jpeg,158,158,2S1,46,56,113,105
01645.jpeg,177,178,D7,59,54,119,119
01123.jpeg,128,129,BRDM_2,38,38,87,90
00229.jpeg,128,128,BTR60,41,37,86,94
01137.jpeg,128,129,BRDM_2,34,42,91,92
01651.jpeg,177,178,D7,57,60,125,115
01889.jpeg,177,178,D7,59,58,121,117
02358.jpeg,128,128,BMP2,35,43,92,94
01679.jpeg,177,178,D7,57,58,113,121
00567.jpeg,128,128,T72,37,37,94,92
02370.jpeg,128,128,BMP2,43,51,82,92
02416.jpeg,128,128,BMP2,35,47,94,90
00201.jpeg,128,128,BTR60,0,0,128,128
00215.jpeg,128,128,BTR60,35,43,96,88
02402.jpeg,128,128,BMP2,33,45,84,84
02364.jpeg,128,128,BMP2,35,41,92,90
00573.jpeg,128,128,T72,31,41,94,92
00598.jpeg,128,128,T72,31,41,88,88
01686.jpeg,177,178,D7,59,56,121,119
01692.jpeg,177,178,D7,49,56,119,113
01862.jpeg,177,178,D7,57,60,123,117
01876.jpeg,177,178,D7,53,62,117,117
02238.jpeg,128,128,BMP2,35,47,94,84
01731.jpeg,177,178,D7,55,54,117,119
01057.jpeg,158,158,ZSU_23_4,46,52,109,105
00349.jpeg,172,173,T62,50,58,116,116
01043.jpeg,158,158,ZSU_23_4,52,50,107,109
01725.jpeg,177,178,D7,59,60,123,117
00413.jpeg,172,173,T62,50,54,116,118
02204.jpeg,158,158,2S1,46,52,113,113
02562.jpeg,192,193,ZIL131,57,68,135,120
00375.jpeg,172,173,T62,51,56,118,116
00361.jpeg,172,173,T62,57,64,112,120
02576.jpeg,192,193,ZIL131,59,66,128,126
02210.jpeg,158,158,2S1,44,56,113,107
00407.jpeg,172,173,T62,50,54,118,118
01719.jpeg,177,178,D7,49,58,117,115
01094.jpeg,128,129,BRDM_2,44,52,85,92
01080.jpeg,158,158,ZSU_23_4,48,54,109,105
02589.jpeg,192,193,ZIL131,61,74,120,134
01916.jpeg,158,158,2S1,48,56,115,107
01902.jpeg,177,178,D7,51,58,131,115
01255.jpeg,128,129,BRDM_2,50,50,85,90
01533.jpeg,128,128,BTR70,41,51,82,96
01527.jpeg,128,128,BTR70,45,57,84,96
00639.jpeg,128,128,T72,35,39,86,94
01241.jpeg,128,129,BRDM_2,40,52,81,90
00177.jpeg,128,128,BTR60,37,41,90,90
01269.jpeg,128,129,BRDM_2,44,52,83,92
02006.jpeg,158,158,2S1,50,68,99,113
00611.jpeg,128,128,T72,31,43,94,90
00605.jpeg,128,128,T72,41,43,90,94
02012.jpeg,158,158,2S1,44,62,113,105
00163.jpeg,128,128,BTR60,37,37,82,92
01296.jpeg,128,129,BRDM_2,32,44,89,90
00188.jpeg,128,128,BTR60,33,41,92,82
00836.jpeg,158,158,ZSU_23_4,48,54,111,103
00822.jpeg,158,158,ZSU_23_4,48,54,111,109
01282.jpeg,128,129,BRDM_2,32,46,95,90
00808.jpeg,158,158,ZSU_23_4,52,56,105,109
00834.jpeg,158,158,ZSU_23_4,40,60,109,107
01294.jpeg,128,129,BRDM_2,38,50,79,90
01280.jpeg,128,129,BRDM_2,32,40,91,82
00820.jpeg,158,158,ZSU_23_4,50,50,107,109
00613.jpeg,128,128,T72,37,43,86,96
02004.jpeg,158,158,2S1,46,52,113,109
00175.jpeg,128,128,BTR60,0,0,128,128
00161.jpeg,128,128,BTR60,31,37,94,82
02010.jpeg,158,158,2S1,48,44,111,113
00607.jpeg,128,128,T72,31,49,92,94
01519.jpeg,128,128,BTR70,31,47,92,84
02038.jpeg,158,158,2S1,48,70,97,113
01531.jpeg,128,128,BTR70,33,37,92,90
01257.jpeg,128,129,BRDM_2,32,46,89,92
00149.jpeg,128,128,BTR60,33,39,90,90
01243.jpeg,128,129,BRDM_2,32,34,89,90
01525.jpeg,128,128,BTR70,43,55,82,96
01914.jpeg,177,178,D7,59,62,117,115
01900.jpeg,177,178,D7,55,58,123,115
01096.jpeg,128,129,BRDM_2,34,40,91,84
00388.jpeg,172,173,T62,57,50,114,120
01928.jpeg,158,158,2S1,44,62,113,105
01082.jpeg,158,158,ZSU_23_4,52,48,105,107
00377.jpeg,172,173,T62,51,52,118,118
01069.jpeg,158,158,ZSU_23_4,52,42,101,111
02560.jpeg,192,193,ZIL131,59,72,130,128
02206.jpeg,158,158,2S1,46,50,111,109
00411.jpeg,172,173,T62,57,64,112,118
00405.jpeg,172,173,T62,50,64,118,118
02212.jpeg,158,158,2S1,56,48,105,111
02574.jpeg,192,193,ZIL131,63,62,126,130
00363.jpeg,172,173,T62,51,52,110,116
01055.jpeg,158,158,ZSU_23_4,46,54,111,101
01733.jpeg,177,178,D7,53,62,119,115
01727.jpeg,177,178,D7,51,58,117,117
00439.jpeg,172,173,T62,50,54,118,116
01041.jpeg,158,158,ZSU_23_4,48,50,107,107
02548.jpeg,192,193,ZIL131,59,76,120,132
01860.jpeg,177,178,D7,51,58,121,113
01874.jpeg,177,178,D7,59,58,117,121
01684.jpeg,177,178,D7,57,56,113,119
01690.jpeg,177,178,D7,51,54,119,117
01848.jpeg,177,178,D7,59,56,115,117
02399.jpeg,128,128,BMP2,31,43,88,90
00203.jpeg,128,128,BTR60,43,41,90,96
02414.jpeg,128,128,BMP2,33,49,92,88
02372.jpeg,128,128,BMP2,37,39,86,92
00565.jpeg,128,128,T72,35,47,94,90
00571.jpeg,128,128,T72,31,43,92,90
02366.jpeg,128,128,BMP2,35,45,94,90
02400.jpeg,128,128,BMP2,45,53,86,94
01109.jpeg,128,129,BRDM_2,30,50,87,88
00217.jpeg,128,128,BTR60,39,39,84,88
02428.jpeg,128,128,BMP2,33,47,94,88
01121.jpeg,128,129,BRDM_2,34,50,89,88
00559.jpeg,128,128,T72,37,39,86,92
01647.jpeg,177,178,D7,49,56,117,113
01653.jpeg,177,178,D7,55,60,125,117
01135.jpeg,128,129,BRDM_2,38,34,91,90
00968.jpeg,158,158,ZSU_23_4,44,54,109,101
00798.jpeg,158,158,ZSU_23_4,44,58,109,109
00940.jpeg,158,158,ZSU_23_4,46,56,109,103
01486.jpeg,128,128,BTR70,33,43,98,88
00954.jpeg,158,158,ZSU_23_4,50,48,109,107
01492.jpeg,128,128,BTR70,45,53,86,94
01479.jpeg,128,128,BTR70,35,43,92,88
00767.jpeg,128,128,T72,41,45,86,96
02170.jpeg,158,158,2S1,44,56,105,105
02616.jpeg,192,193,ZIL131,61,62,132,128
00001.jpeg,128,128,BTR60,37,41,90,92
00015.jpeg,128,128,BTR60,39,35,84,90
02602.jpeg,192,193,ZIL131,57,60,132,128
02164.jpeg,158,158,2S1,46,52,113,109
00773.jpeg,128,128,T72,29,45,92,86
00983.jpeg,158,158,ZSU_23_4,46,56,113,101
01445.jpeg,128,128,BTR70,45,61,86,100
01323.jpeg,128,129,BRDM_2,32,38,71,78
00029.jpeg,128,128,BTR60,0,0,128,128
01337.jpeg,128,129,BRDM_2,32,40,91,82
00997.jpeg,158,158,ZSU_23_4,56,60,109,109
01451.jpeg,128,128,BTR70,35,45,94,86
02158.jpeg,158,158,2S1,44,58,111,101
01336.jpeg,128,129,BRDM_2,38,48,77,86
00028.jpeg,128,128,BTR60,43,45,88,96
02159.jpeg,158,158,2S1,50,64,101,113
01450.jpeg,128,128,BTR70,35,39,90,92
00996.jpeg,158,158,ZSU_23_4,50,48,111,109
01444.jpeg,128,128,BTR70,41,53,82,96
00982.jpeg,158,158,ZSU_23_4,46,56,111,105
01322.jpeg,128,129,BRDM_2,36,40,93,82
02603.jpeg,192,193,ZIL131,65,80,122,132
00014.jpeg,128,128,BTR60,35,41,90,90
00772.jpeg,128,128,T72,37,41,92,96
02165.jpeg,158,158,2S1,48,50,113,111
02171.jpeg,158,158,2S1,44,48,109,111
00766.jpeg,128,128,T72,39,43,84,96
01478.jpeg,128,128,BTR70,43,55,82,96
00000.jpeg,128,128,BTR60,37,43,92,90
02617.jpeg,192,193,ZIL131,56,74,122,136
01493.jpeg,128,128,BTR70,31,47,96,86
00955.jpeg,158,158,ZSU_23_4,50,50,107,111
01487.jpeg,128,128,BTR70,29,39,94,88
00941.jpeg,158,158,ZSU_23_4,42,60,109,109
00799.jpeg,158,158,ZSU_23_4,44,58,113,107
00969.jpeg,158,158,ZSU_23_4,48,52,109,107
01652.jpeg,177,178,D7,53,52,117,115
01134.jpeg,128,129,BRDM_2,44,52,85,92
01120.jpeg,128,129,BRDM_2,34,52,79,92
02429.jpeg,128,128,BMP2,39,45,90,98
01646.jpeg,177,178,D7,59,52,119,119
00558.jpeg,128,128,T72,33,49,92,92
02367.jpeg,128,128,BMP2,41,47,86,94
00570.jpeg,128,128,T72,31,49,94,94
00216.jpeg,128,128,BTR60,33,41,92,88
01108.jpeg,128,129,BRDM_2,40,34,89,92
02401.jpeg,128,128,BMP2,39,47,82,82
02415.jpeg,128,128,BMP2,45,53,88,94
00202.jpeg,128,128,BTR60,43,39,88,94
00564.jpeg,128,128,T72,37,39,86,92
02373.jpeg,128,128,BMP2,45,53,90,94
02398.jpeg,128,128,BMP2,35,47,94,92
01849.jpeg,177,178,D7,51,58,117,117
01691.jpeg,177,178,D7,51,58,121,113
01685.jpeg,177,178,D7,57,50,115,117
01875.jpeg,177,178,D7,57,52,117,117
01861.jpeg,177,178,D7,57,58,113,121
00438.jpeg,172,173,T62,51,56,120,112
01726.jpeg,177,178,D7,57,50,115,117
02549.jpeg,192,193,ZIL131,59,64,132,126
01040.jpeg,158,158,ZSU_23_4,52,58,107,107
01054.jpeg,158,158,ZSU_23_4,48,52,111,107
01732.jpeg,177,178,D7,51,60,117,117
02213.jpeg,158,158,2S1,44,50,111,111
00404.jpeg,172,173,T62,50,56,120,112
00362.jpeg,172,173,T62,50,62,121,112
02575.jpeg,192,193,ZIL131,56,60,130,130
02561.jpeg,192,193,ZIL131,67,66,124,132
01068.jpeg,158,158,ZSU_23_4,48,50,109,107
00376.jpeg,172,173,T62,57,58,112,120
00410.jpeg,172,173,T62,55,50,114,120
02207.jpeg,158,158,2S1,50,48,111,113
01083.jpeg,158,158,ZSU_23_4,46,56,111,107
00389.jpeg,172,173,T62,53,52,118,122
01097.jpeg,128,129,BRDM_2,30,38,89,94
01929.jpeg,158,158,2S1,44,48,109,111
01901.jpeg,177,178,D7,55,54,117,119
01915.jpeg,158,158,2S1,40,56,111,103
01242.jpeg,128,129,BRDM_2,32,50,75,88
01524.jpeg,128,128,BTR70,39,37,90,94
01530.jpeg,128,128,BTR70,33,47,96,86
02039.jpeg,158,158,2S1,40,60,111,103
00148.jpeg,128,128,BTR60,39,41,90,92
01256.jpeg,128,129,BRDM_2,38,46,91,82
00160.jpeg,128,128,BTR60,31,45,92,88
01518.jpeg,128,128,BTR70,31,45,94,84
00606.jpeg,128,128,T72,33,41,90,92
02011.jpeg,158,158,2S1,48,46,109,109
02005.jpeg,158,158,2S1,50,46,107,111
00612.jpeg,128,128,T72,45,47,88,94
00174.jpeg,128,128,BTR60,33,43,88,92
01281.jpeg,128,129,BRDM_2,30,34,89,90
00821.jpeg,158,158,ZSU_23_4,56,58,109,109
00835.jpeg,158,158,ZSU_23_4,52,50,103,111
01295.jpeg,128,129,BRDM_2,46,52,83,90
00809.jpeg,158,158,ZSU_23_4,46,60,109,107
00852.jpeg,158,158,ZSU_23_4,48,50,109,107
01594.jpeg,128,128,BTR70,35,45,92,94
00846.jpeg,158,158,ZSU_23_4,46,54,111,105
01580.jpeg,128,128,BTR70,35,49,94,84
02089.jpeg,158,158,2S1,48,50,113,111
00649.jpeg,128,128,T72,41,47,90,94
00891.jpeg,158,158,ZSU_23_4,46,54,111,105
01557.jpeg,128,128,BTR70,33,41,92,88
02738.jpeg,192,193,ZIL131,63,64,124,128
01231.jpeg,128,129,BRDM_2,34,46,91,88
01225.jpeg,128,129,BRDM_2,48,54,83,90
00885.jpeg,158,158,ZSU_23_4,46,54,107,111
01543.jpeg,128,128,BTR70,33,37,90,90
02062.jpeg,158,158,2S1,44,52,111,109
00675.jpeg,128,128,T72,31,45,90,88
00113.jpeg,128,128,BTR60,39,39,88,94
02704.jpeg,192,193,ZIL131,57,82,120,132
02710.jpeg,192,193,ZIL131,56,70,132,126
01219.jpeg,128,129,BRDM_2,40,50,81,90
00107.jpeg,128,128,BTR60,35,39,88,96
00661.jpeg,128,128,T72,31,45,92,90
02076.jpeg,158,158,2S1,52,44,105,113
00488.jpeg,172,173,T62,57,60,114,122
01796.jpeg,177,178,D7,55,52,117,119
01782.jpeg,177,178,D7,59,56,117,119
01972.jpeg,158,158,2S1,50,44,109,109
01966.jpeg,158,158,2S1,56,72,105,115
01033.jpeg,158,158,ZSU_23_4,46,52,111,105
01755.jpeg,177,178,D7,51,56,119,113
01741.jpeg,177,178,D7,55,60,121,117
01999.jpeg,158,158,2S1,46,58,115,105
02248.jpeg,128,128,BMP2,33,49,90,90
00339.jpeg,172,173,T62,50,62,120,116
01027.jpeg,158,158,ZSU_23_4,46,54,111,107
02506.jpeg,192,193,ZIL131,56,68,134,124
00311.jpeg,172,173,T62,50,56,118,114
01769.jpeg,177,178,D7,57,58,113,119
00477.jpeg,172,173,T62,48,60,120,118
02260.jpeg,128,128,BMP2,29,39,90,94
02274.jpeg,128,128,BMP2,39,39,86,92
00463.jpeg,172,173,T62,50,58,120,118
00305.jpeg,172,173,T62,53,52,114,118
02512.jpeg,192,193,ZIL131,57,66,132,128
01184.jpeg,128,129,BRDM_2,28,50,85,88
01190.jpeg,128,129,BRDM_2,34,48,89,88
02499.jpeg,192,193,ZIL131,61,66,128,128
01806.jpeg,177,178,D7,55,56,115,117
01812.jpeg,177,178,D7,59,54,119,117
01147.jpeg,128,129,BRDM_2,38,36,89,90
00259.jpeg,172,173,T62,48,64,120,118
02328.jpeg,128,128,BMP2,33,43,82,92
01621.jpeg,177,178,D7,55,56,113,121
01635.jpeg,177,178,D7,55,56,123,113
01153.jpeg,128,129,BRDM_2,40,50,81,90
02472.jpeg,192,193,ZIL131,67,60,124,132
00265.jpeg,172,173,T62,53,52,114,120
00503.jpeg,172,173,T62,50,60,120,118
02314.jpeg,128,128,BMP2,33,47,94,86
02300.jpeg,128,128,BMP2,41,45,82,94
00517.jpeg,172,173,T62,53,50,114,120
01609.jpeg,128,128,BTR70,31,45,90,84
00271.jpeg,172,173,T62,51,52,116,120
02466.jpeg,192,193,ZIL131,67,72,130,136
00926.jpeg,158,158,ZSU_23_4,52,48,103,111
01386.jpeg,128,128,BTR70,33,47,94,84
00098.jpeg,128,128,BTR60,39,41,90,94
01392.jpeg,128,128,BTR70,41,33,82,74
00932.jpeg,158,158,ZSU_23_4,48,48,107,107
01423.jpeg,128,128,BTR70,49,51,94,88
01345.jpeg,128,129,BRDM_2,34,40,91,80
01351.jpeg,128,129,BRDM_2,40,52,81,88
02658.jpeg,192,193,ZIL131,56,68,132,126
01437.jpeg,128,128,BTR70,35,45,94,86
00729.jpeg,128,128,T72,31,45,92,92
02116.jpeg,158,158,2S1,48,48,111,113
00701.jpeg,128,128,T72,43,47,88,92
00067.jpeg,128,128,BTR60,37,43,90,94
01379.jpeg,128,129,BRDM_2,32,44,89,92
02670.jpeg,192,193,ZIL131,63,68,124,128
02664.jpeg,192,193,ZIL131,56,68,134,124
00073.jpeg,128,128,BTR60,35,41,88,92
00715.jpeg,128,128,T72,39,39,90,92
02102.jpeg,158,158,2S1,42,54,107,105
00072.jpeg,128,128,BTR60,31,45,92,86
02665.jpeg,192,193,ZIL131,61,64,126,130
02103.jpeg,158,158,2S1,50,44,107,113
00714.jpeg,128,128,T72,35,39,92,94
00700.jpeg,128,128,T72,31,43,90,88
02117.jpeg,158,158,2S1,50,44,107,113
02671.jpeg,192,193,ZIL131,52,74,132,126
01378.jpeg,128,129,BRDM_2,46,54,87,90
00066.jpeg,128,128,BTR60,35,45,90,88
02659.jpeg,192,193,ZIL131,59,70,130,128
01350.jpeg,128,129,BRDM_2,48,54,89,90
00728.jpeg,128,128,T72,33,39,86,94
01436.jpeg,128,128,BTR70,35,37,90,90
01422.jpeg,128,128,BTR70,35,55,82,96
01344.jpeg,128,129,BRDM_2,46,52,89,90
01393.jpeg,128,128,BTR70,31,43,96,88
00933.jpeg,158,158,ZSU_23_4,48,58,103,107
00927.jpeg,158,158,ZSU_23_4,56,60,109,107
00099.jpeg,128,128,BTR60,35,43,94,84
01387.jpeg,128,128,BTR70,33,43,94,88
01608.jpeg,128,128,BTR70,45,51,88,92
00516.jpeg,172,173,T62,51,52,120,116
02301.jpeg,128,128,BMP2,41,47,84,96
02467.jpeg,192,193,ZIL131,59,62,128,132
00270.jpeg,172,173,T62,50,58,120,118
00264.jpeg,172,173,T62,51,54,116,116
02473.jpeg,192,193,ZIL131,61,62,130,132
02315.jpeg,128,128,BMP2,33,49,92,86
00502.jpeg,172,173,T62,53,50,114,118
01634.jpeg,177,178,D7,61,52,121,117
01152.jpeg,128,129,BRDM_2,46,52,85,90
00258.jpeg,172,173,T62,55,50,112,120
01146.jpeg,128,129,BRDM_2,36,38,89,88
01620.jpeg,177,178,D7,55,58,117,115
02329.jpeg,128,128,BMP2,45,37,90,88
01813.jpeg,177,178,D7,57,56,115,121
01807.jpeg,177,178,D7,55,52,123,113
02498.jpeg,192,193,ZIL131,57,64,132,128
01191.jpeg,128,129,BRDM_2,30,52,77,92
01185.jpeg,128,129,BRDM_2,34,38,93,86
00462.jpeg,172,173,T62,51,52,118,118
02275.jpeg,128,128,BMP2,45,55,86,94
02513.jpeg,192,193,ZIL131,59,70,128,128
00304.jpeg,172,173,T62,50,54,116,120
00310.jpeg,172,173,T62,46,64,131,114
02507.jpeg,192,193,ZIL131,57,66,132,126
02261.jpeg,128,128,BMP2,35,45,92,94
00476.jpeg,172,173,T62,53,52,121,114
01768.jpeg,177,178,D7,61,58,117,115
02249.jpeg,128,128,BMP2,37,49,82,92
01998.jpeg,158,158,2S1,46,56,115,105
01740.jpeg,177,178,D7,61,54,117,119
01026.jpeg,158,158,ZSU_23_4,48,48,105,109
00338.jpeg,172,173,T62,48,62,118,114
01032.jpeg,158,158,ZSU_23_4,52,48,105,111
01754.jpeg,177,178,D7,49,58,117,115
01967.jpeg,158,158,2S1,44,56,111,103
01973.jpeg,158,158,2S1,44,54,109,105
01783.jpeg,177,178,D7,57,62,119,117
01797.jpeg,177,178,D7,53,56,119,113
00489.jpeg,172,173,T62,50,56,118,116
00106.jpeg,128,128,BTR60,39,37,82,90
01218.jpeg,128,129,BRDM_2,32,42,95,82
02711.jpeg,192,193,ZIL131,56,70,134,124
02077.jpeg,158,158,2S1,44,50,105,109
00660.jpeg,128,128,T72,31,45,90,88
00674.jpeg,128,128,T72,37,39,96,92
02063.jpeg,158,158,2S1,58,68,107,113
02705.jpeg,192,193,ZIL131,56,68,137,120
00112.jpeg,128,128,BTR60,31,45,92,84
01224.jpeg,128,129,BRDM_2,46,54,85,92
01542.jpeg,128,128,BTR70,35,45,90,92
00884.jpeg,158,158,ZSU_23_4,48,56,101,109
01556.jpeg,128,128,BTR70,39,35,90,94
00890.jpeg,158,158,ZSU_23_4,48,54,111,109
00648.jpeg,128,128,T72,39,37,90,92
01230.jpeg,128,129,BRDM_2,40,48,81,88
02739.jpeg,192,193,ZIL131,63,80,120,132
